mode,source,design_method,window,cutoff_hz,beta,tap_index,coefficient
1K,firmware_current_coeffs,kaiser,kaiser,520,3,513,-0.00190873945573084
1K,firmware_current_coeffs,kaiser,kaiser,520,3,514,-0.00192110163002084
1K,firmware_current_coeffs,kaiser,kaiser,520,3,515,-0.00193107947769085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,516,-0.00193870909646085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,517,-0.00194402811226085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,518,-0.00194707563001086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,519,-0.00194789218319086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,520,-0.00194651968266086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,521,-0.00194300136441085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,522,-0.00193738173659085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,523,-0.00192970652575085
1K,firmware_current_coeffs,kaiser,kaiser,520,3,524,-0.00192002262227084
1K,firmware_current_coeffs,kaiser,kaiser,520,3,525,-0.00190837802527084
1K,firmware_current_coeffs,kaiser,kaiser,520,3,526,-0.00189482178684083
1K,firmware_current_coeffs,kaiser,kaiser,520,3,527,-0.00187940395574083
1K,firmware_current_coeffs,kaiser,kaiser,520,3,528,-0.00186217552067082
1K,firmware_current_coeffs,kaiser,kaiser,520,3,529,-0.00184318835309081
1K,firmware_current_coeffs,kaiser,kaiser,520,3,530,-0.0018224951497008
1K,firmware_current_coeffs,kaiser,kaiser,520,3,531,-0.00180014937465079
1K,firmware_current_coeffs,kaiser,kaiser,520,3,532,-0.00177620520150078
1K,firmware_current_coeffs,kaiser,kaiser,520,3,533,-0.00175071745500077
1K,firmware_current_coeffs,kaiser,kaiser,520,3,534,-0.00172374155283076
1K,firmware_current_coeffs,kaiser,kaiser,520,3,535,-0.00169533344720074
1K,firmware_current_coeffs,kaiser,kaiser,520,3,536,-0.00166554956654073
1K,firmware_current_coeffs,kaiser,kaiser,520,3,537,-0.00163444675726072
1K,firmware_current_coeffs,kaiser,kaiser,520,3,538,-0.0016020822255707
1K,firmware_current_coeffs,kaiser,kaiser,520,3,539,-0.00156851347958069
1K,firmware_current_coeffs,kaiser,kaiser,520,3,540,-0.00153379827161067
1K,firmware_current_coeffs,kaiser,kaiser,520,3,541,-0.00149799454083066
1K,firmware_current_coeffs,kaiser,kaiser,520,3,542,-0.00146116035619064
1K,firmware_current_coeffs,kaiser,kaiser,520,3,543,-0.00142335385990063
1K,firmware_current_coeffs,kaiser,kaiser,520,3,544,-0.00138463321125061
1K,firmware_current_coeffs,kaiser,kaiser,520,3,545,-0.00134505653107059
1K,firmware_current_coeffs,kaiser,kaiser,520,3,546,-0.00130468184669057
1K,firmware_current_coeffs,kaiser,kaiser,520,3,547,-0.00126356703758056
1K,firmware_current_coeffs,kaiser,kaiser,520,3,548,-0.00122176978169054
1K,firmware_current_coeffs,kaiser,kaiser,520,3,549,-0.00117934750243052
1K,firmware_current_coeffs,kaiser,kaiser,520,3,550,-0.0011363573166005
1K,firmware_current_coeffs,kaiser,kaiser,520,3,551,-0.00109285598295048
1K,firmware_current_coeffs,kaiser,kaiser,520,3,552,-0.00104889985182046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,553,-0.00100454481554044
1K,firmware_current_coeffs,kaiser,kaiser,520,3,554,-0.000959846259909422
1K,firmware_current_coeffs,kaiser,kaiser,520,3,555,-0.000914859016600402
1K,firmware_current_coeffs,kaiser,kaiser,520,3,556,-0.000869637316680382
1K,firmware_current_coeffs,kaiser,kaiser,520,3,557,-0.000824234745183362
1K,firmware_current_coeffs,kaiser,kaiser,520,3,558,-0.000778704196821342
1K,firmware_current_coeffs,kaiser,kaiser,520,3,559,-0.000733097832863322
1K,firmware_current_coeffs,kaiser,kaiser,520,3,560,-0.000687467039204302
1K,firmware_current_coeffs,kaiser,kaiser,520,3,561,-0.000641862385674282
1K,firmware_current_coeffs,kaiser,kaiser,520,3,562,-0.000596333586606262
1K,firmware_current_coeffs,kaiser,kaiser,520,3,563,-0.000550929462703242
1K,firmware_current_coeffs,kaiser,kaiser,520,3,564,-0.000505697904224222
1K,firmware_current_coeffs,kaiser,kaiser,520,3,565,-0.000460685835519202
1K,firmware_current_coeffs,kaiser,kaiser,520,3,566,-0.000415939180942183
1K,firmware_current_coeffs,kaiser,kaiser,520,3,567,-0.000371502832156163
1K,firmware_current_coeffs,kaiser,kaiser,520,3,568,-0.000327420616867144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,569,-0.000283735268986125
1K,firmware_current_coeffs,kaiser,kaiser,520,3,570,-0.000240488400259106
1K,firmware_current_coeffs,kaiser,kaiser,520,3,571,-0.000197720473361087
1K,firmware_current_coeffs,kaiser,kaiser,520,3,572,-0.000155470776490068
1K,firmware_current_coeffs,kaiser,kaiser,520,3,573,-0.00011377739945205
1K,firmware_current_coeffs,kaiser,kaiser,520,3,574,-7.26772112681319e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,575,-3.22058392946142e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,576,7.60235011849334e-06
1K,firmware_current_coeffs,kaiser,kaiser,520,3,577,4.67142694383205e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,578,8.50981262186374e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,579,0.000122723437827054
1K,firmware_current_coeffs,kaiser,kaiser,520,3,580,0.00015956104462907
1K,firmware_current_coeffs,kaiser,kaiser,520,3,581,0.000195583121631086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,582,0.000230763188583101
1K,firmware_current_coeffs,kaiser,kaiser,520,3,583,0.000265076118547117
1K,firmware_current_coeffs,kaiser,kaiser,520,3,584,0.000298498144938131
1K,firmware_current_coeffs,kaiser,kaiser,520,3,585,0.000331006867042145
1K,firmware_current_coeffs,kaiser,kaiser,520,3,586,0.000362581254024159
1K,firmware_current_coeffs,kaiser,kaiser,520,3,587,0.000393201647437173
1K,firmware_current_coeffs,kaiser,kaiser,520,3,588,0.000422849762238186
1K,firmware_current_coeffs,kaiser,kaiser,520,3,589,0.000451508686337198
1K,firmware_current_coeffs,kaiser,kaiser,520,3,590,0.000479162878685211
1K,firmware_current_coeffs,kaiser,kaiser,520,3,591,0.000505798165917222
1K,firmware_current_coeffs,kaiser,kaiser,520,3,592,0.000531401737579234
1K,firmware_current_coeffs,kaiser,kaiser,520,3,593,0.000555962139954244
1K,firmware_current_coeffs,kaiser,kaiser,520,3,594,0.000579469268494255
1K,firmware_current_coeffs,kaiser,kaiser,520,3,595,0.000601914358914265
1K,firmware_current_coeffs,kaiser,kaiser,520,3,596,0.000623289976933274
1K,firmware_current_coeffs,kaiser,kaiser,520,3,597,0.000643590006723283
1K,firmware_current_coeffs,kaiser,kaiser,520,3,598,0.000662809638059291
1K,firmware_current_coeffs,kaiser,kaiser,520,3,599,0.000680945352233299
1K,firmware_current_coeffs,kaiser,kaiser,520,3,600,0.000697994906730307
1K,firmware_current_coeffs,kaiser,kaiser,520,3,601,0.000713957318712314
1K,firmware_current_coeffs,kaiser,kaiser,520,3,602,0.00072883284734332
1K,firmware_current_coeffs,kaiser,kaiser,520,3,603,0.000742622974978326
1K,firmware_current_coeffs,kaiser,kaiser,520,3,604,0.000755330387255332
1K,firmware_current_coeffs,kaiser,kaiser,520,3,605,0.000766958952124337
1K,firmware_current_coeffs,kaiser,kaiser,520,3,606,0.000777513697843342
1K,firmware_current_coeffs,kaiser,kaiser,520,3,607,0.000787000789989346
1K,firmware_current_coeffs,kaiser,kaiser,520,3,608,0.000795427507504349
1K,firmware_current_coeffs,kaiser,kaiser,520,3,609,0.000802802217825353
1K,firmware_current_coeffs,kaiser,kaiser,520,3,610,0.000809134351135355
1K,firmware_current_coeffs,kaiser,kaiser,520,3,611,0.000814434373770358
1K,firmware_current_coeffs,kaiser,kaiser,520,3,612,0.00081871376082336
1K,firmware_current_coeffs,kaiser,kaiser,520,3,613,0.000821984967985361
1K,firmware_current_coeffs,kaiser,kaiser,520,3,614,0.000824261402664362
1K,firmware_current_coeffs,kaiser,kaiser,520,3,615,0.000825557394422363
1K,firmware_current_coeffs,kaiser,kaiser,520,3,616,0.000825888164769363
1K,firmware_current_coeffs,kaiser,kaiser,520,3,617,0.000825269796362363
1K,firmware_current_coeffs,kaiser,kaiser,520,3,618,0.000823719201643362
1K,firmware_current_coeffs,kaiser,kaiser,520,3,619,0.000821254090965361
1K,firmware_current_coeffs,kaiser,kaiser,520,3,620,0.000817892940239359
1K,firmware_current_coeffs,kaiser,kaiser,520,3,621,0.000813654958155357
1K,firmware_current_coeffs,kaiser,kaiser,520,3,622,0.000808560053017355
1K,firmware_current_coeffs,kaiser,kaiser,520,3,623,0.000802628799221353
1K,firmware_current_coeffs,kaiser,kaiser,520,3,624,0.00079588240344335
1K,firmware_current_coeffs,kaiser,kaiser,520,3,625,0.000788342670554346
1K,firmware_current_coeffs,kaiser,kaiser,520,3,626,0.000780031969324343
1K,firmware_current_coeffs,kaiser,kaiser,520,3,627,0.000770973197943339
1K,firmware_current_coeffs,kaiser,kaiser,520,3,628,0.000761189749410334
1K,firmware_current_coeffs,kaiser,kaiser,520,3,629,0.00075070547682633
1K,firmware_current_coeffs,kaiser,kaiser,520,3,630,0.000739544658635325
1K,firmware_current_coeffs,kaiser,kaiser,520,3,631,0.00072773196385532
1K,firmware_current_coeffs,kaiser,kaiser,520,3,632,0.000715292417334314
1K,firmware_current_coeffs,kaiser,kaiser,520,3,633,0.000702251365075309
1K,firmware_current_coeffs,kaiser,kaiser,520,3,634,0.000688634439671303
1K,firmware_current_coeffs,kaiser,kaiser,520,3,635,0.000674467525885296
1K,firmware_current_coeffs,kaiser,kaiser,520,3,636,0.00065977672641529
1K,firmware_current_coeffs,kaiser,kaiser,520,3,637,0.000644588327884283
1K,firmware_current_coeffs,kaiser,kaiser,520,3,638,0.000628928767085276
1K,firmware_current_coeffs,kaiser,kaiser,520,3,639,0.000612824597530269
1K,firmware_current_coeffs,kaiser,kaiser,520,3,640,0.000596302456320262
1K,firmware_current_coeffs,kaiser,kaiser,520,3,641,0.000579389031393255
1K,firmware_current_coeffs,kaiser,kaiser,520,3,642,0.000562111029164247
1K,firmware_current_coeffs,kaiser,kaiser,520,3,643,0.000544495142602239
1K,firmware_current_coeffs,kaiser,kaiser,520,3,644,0.000526568019775231
1K,firmware_current_coeffs,kaiser,kaiser,520,3,645,0.000508356232889223
1K,firmware_current_coeffs,kaiser,kaiser,520,3,646,0.000489886247854215
1K,firmware_current_coeffs,kaiser,kaiser,520,3,647,0.000471184394414207
1K,firmware_current_coeffs,kaiser,kaiser,520,3,648,0.000452276836856199
1K,firmware_current_coeffs,kaiser,kaiser,520,3,649,0.00043318954533619
1K,firmware_current_coeffs,kaiser,kaiser,520,3,650,0.000413948267842182
1K,firmware_current_coeffs,kaiser,kaiser,520,3,651,0.000394578502825173
1K,firmware_current_coeffs,kaiser,kaiser,520,3,652,0.000375105472518165
1K,firmware_current_coeffs,kaiser,kaiser,520,3,653,0.000355554096969156
1K,firmware_current_coeffs,kaiser,kaiser,520,3,654,0.000335948968806148
1K,firmware_current_coeffs,kaiser,kaiser,520,3,655,0.000316314328761139
1K,firmware_current_coeffs,kaiser,kaiser,520,3,656,0.00029667404196713
1K,firmware_current_coeffs,kaiser,kaiser,520,3,657,0.000277051575052122
1K,firmware_current_coeffs,kaiser,kaiser,520,3,658,0.000257469974040113
1K,firmware_current_coeffs,kaiser,kaiser,520,3,659,0.000237951843085105
1K,firmware_current_coeffs,kaiser,kaiser,520,3,660,0.000218519324044096
1K,firmware_current_coeffs,kaiser,kaiser,520,3,661,0.000199194076910088
1K,firmware_current_coeffs,kaiser,kaiser,520,3,662,0.000179997261111079
1K,firmware_current_coeffs,kaiser,kaiser,520,3,663,0.000160949517697071
1K,firmware_current_coeffs,kaiser,kaiser,520,3,664,0.000142070952405062
1K,firmware_current_coeffs,kaiser,kaiser,520,3,665,0.000123381119642054
1K,firmware_current_coeffs,kaiser,kaiser,520,3,666,0.000104899007359046
1K,firmware_current_coeffs,kaiser,kaiser,520,3,667,8.66430228562381e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,668,6.86309794911302e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,669,5.08800843273224e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,670,3.34069267009147e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,671,1.62274677199071e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,672,-6.42969306718283e-07
1K,firmware_current_coeffs,kaiser,kaiser,520,3,673,-1.71897075101076e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,674,-3.33987241743147e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,675,-4.92566575242216e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,676,-6.47508125914285e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,677,-7.98691661634351e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,678,-9.46003708226416e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,679,-0.000108933758082048
1K,firmware_current_coeffs,kaiser,kaiser,520,3,680,-0.000122859340624054
1K,firmware_current_coeffs,kaiser,kaiser,520,3,681,-0.00013636781365606
1K,firmware_current_coeffs,kaiser,kaiser,520,3,682,-0.000149450555389066
1K,firmware_current_coeffs,kaiser,kaiser,520,3,683,-0.000162099626646071
1K,firmware_current_coeffs,kaiser,kaiser,520,3,684,-0.000174307769629077
1K,firmware_current_coeffs,kaiser,kaiser,520,3,685,-0.000186068405835082
1K,firmware_current_coeffs,kaiser,kaiser,520,3,686,-0.000197375633155087
1K,firmware_current_coeffs,kaiser,kaiser,520,3,687,-0.000208224222155091
1K,firmware_current_coeffs,kaiser,kaiser,520,3,688,-0.000218609611566096
1K,firmware_current_coeffs,kaiser,kaiser,520,3,689,-0.0002285279029961
1K,firmware_current_coeffs,kaiser,kaiser,520,3,690,-0.000237975854876105
1K,firmware_current_coeffs,kaiser,kaiser,520,3,691,-0.000246950875670109
1K,firmware_current_coeffs,kaiser,kaiser,520,3,692,-0.000255451016349112
1K,firmware_current_coeffs,kaiser,kaiser,520,3,693,-0.000263474962174116
1K,firmware_current_coeffs,kaiser,kaiser,520,3,694,-0.000271022023782119
1K,firmware_current_coeffs,kaiser,kaiser,520,3,695,-0.000278092127613122
1K,firmware_current_coeffs,kaiser,kaiser,520,3,696,-0.000284685805693125
1K,firmware_current_coeffs,kaiser,kaiser,520,3,697,-0.000290804184796128
1K,firmware_current_coeffs,kaiser,kaiser,520,3,698,-0.00029644897500913
1K,firmware_current_coeffs,kaiser,kaiser,520,3,699,-0.000301622457716133
1K,firmware_current_coeffs,kaiser,kaiser,520,3,700,-0.000306327473038135
1K,firmware_current_coeffs,kaiser,kaiser,520,3,701,-0.000310567406735136
1K,firmware_current_coeffs,kaiser,kaiser,520,3,702,-0.000314346176610138
1K,firmware_current_coeffs,kaiser,kaiser,520,3,703,-0.00031766821843214
1K,firmware_current_coeffs,kaiser,kaiser,520,3,704,-0.000320538471403141
1K,firmware_current_coeffs,kaiser,kaiser,520,3,705,-0.000322962363196142
1K,firmware_current_coeffs,kaiser,kaiser,520,3,706,-0.000324945794588143
1K,firmware_current_coeffs,kaiser,kaiser,520,3,707,-0.000326495123712143
1K,firmware_current_coeffs,kaiser,kaiser,520,3,708,-0.000327617149962144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,709,-0.000328319097566144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,710,-0.000328608598858144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,711,-0.000328493677278144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,712,-0.000327982730119144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,713,-0.000327084511053144
1K,firmware_current_coeffs,kaiser,kaiser,520,3,714,-0.000325808112465143
1K,firmware_current_coeffs,kaiser,kaiser,520,3,715,-0.000324162947607142
1K,firmware_current_coeffs,kaiser,kaiser,520,3,716,-0.000322158732614142
1K,firmware_current_coeffs,kaiser,kaiser,520,3,717,-0.000319805468400141
1K,firmware_current_coeffs,kaiser,kaiser,520,3,718,-0.000317113422459139
1K,firmware_current_coeffs,kaiser,kaiser,520,3,719,-0.000314093110599138
1K,firmware_current_coeffs,kaiser,kaiser,520,3,720,-0.000310755278634137
1K,firmware_current_coeffs,kaiser,kaiser,520,3,721,-0.000307110884053135
1K,firmware_current_coeffs,kaiser,kaiser,520,3,722,-0.000303171077706133
1K,firmware_current_coeffs,kaiser,kaiser,520,3,723,-0.000298947185510131
1K,firmware_current_coeffs,kaiser,kaiser,520,3,724,-0.000294450690217129
1K,firmware_current_coeffs,kaiser,kaiser,520,3,725,-0.000289693213259127
1K,firmware_current_coeffs,kaiser,kaiser,520,3,726,-0.000284686496693125
1K,firmware_current_coeffs,kaiser,kaiser,520,3,727,-0.000279442385269123
1K,firmware_current_coeffs,kaiser,kaiser,520,3,728,-0.00027397280865412
1K,firmware_current_coeffs,kaiser,kaiser,520,3,729,-0.000268289763814118
1K,firmware_current_coeffs,kaiser,kaiser,520,3,730,-0.000262405297587115
1K,firmware_current_coeffs,kaiser,kaiser,520,3,731,-0.000256331489475113
1K,firmware_current_coeffs,kaiser,kaiser,520,3,732,-0.00025008043465911
1K,firmware_current_coeffs,kaiser,kaiser,520,3,733,-0.000243664227266107
1K,firmware_current_coeffs,kaiser,kaiser,520,3,734,-0.000237094943908104
1K,firmware_current_coeffs,kaiser,kaiser,520,3,735,-0.000230384627504101
1K,firmware_current_coeffs,kaiser,kaiser,520,3,736,-0.000223545271419098
1K,firmware_current_coeffs,kaiser,kaiser,520,3,737,-0.000216588803909095
1K,firmware_current_coeffs,kaiser,kaiser,520,3,738,-0.000209527072921092
1K,firmware_current_coeffs,kaiser,kaiser,520,3,739,-0.000202371831241089
1K,firmware_current_coeffs,kaiser,kaiser,520,3,740,-0.000195134722013086
1K,firmware_current_coeffs,kaiser,kaiser,520,3,741,-0.000187827264647083
1K,firmware_current_coeffs,kaiser,kaiser,520,3,742,-0.000180460841119079
1K,firmware_current_coeffs,kaiser,kaiser,520,3,743,-0.000173046682687076
1K,firmware_current_coeffs,kaiser,kaiser,520,3,744,-0.000165595857037073
1K,firmware_current_coeffs,kaiser,kaiser,520,3,745,-0.000158119255849069
1K,firmware_current_coeffs,kaiser,kaiser,520,3,746,-0.000150627582829066
1K,firmware_current_coeffs,kaiser,kaiser,520,3,747,-0.000143131342179063
1K,firmware_current_coeffs,kaiser,kaiser,520,3,748,-0.00013564082754906
1K,firmware_current_coeffs,kaiser,kaiser,520,3,749,-0.000128166111451056
1K,firmware_current_coeffs,kaiser,kaiser,520,3,750,-0.000120717035162053
1K,firmware_current_coeffs,kaiser,kaiser,520,3,751,-0.00011330319911605
1K,firmware_current_coeffs,kaiser,kaiser,520,3,752,-0.000105933953789047
1K,firmware_current_coeffs,kaiser,kaiser,520,3,753,-9.86183910854433e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,754,-9.13653362312402e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,755,-8.4183340177237e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,756,-7.70806725132339e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,757,-7.00653148992308e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,758,-6.31449550124277e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,759,-5.63269810126248e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,760,-4.96184765258218e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,761,-4.30262161455189e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,762,-3.65566614495161e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,763,-3.02159575322133e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,764,-2.40099300483106e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,765,-1.79440827645079e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,766,-1.20235956166053e-05
1K,firmware_current_coeffs,kaiser,kaiser,520,3,767,-6.25332326511275e-06
